seed,cubeA_x,cubeA_y,cubeA_z,cubeA_theta,cubeB_x,cubeB_y,cubeB_z,cubeB_theta,separation,relative_yaw,relative_yaw_mod90,face_gap,dist_A,dist_B,dist_max,dist_min
10,-0.045883405953645706,0.042579978704452515,0.019999999552965164,-2.4014613684008888,-0.06559361517429352,-0.038698211312294006,0.019999999552965164,2.7895071553895074,0.08363394358703925,-1.0922167833891905,0.4785795434057061,0.0337245606450669,0.570707238613104,0.5507675800607941,0.570707238613104,0.5507675800607941
11,0.026940643787384033,-0.13532881438732147,0.019999999552965164,-2.6884327534539167,-0.05340297520160675,0.07475030422210693,0.019999999552965164,-1.3668636388304414,0.2249185034361611,1.3215691146234754,-0.2492272121714212,0.18028715019085587,0.6560500576553889,0.5665499327011739,0.6560500576553889,0.5665499327011739
12,-0.01631830632686615,-0.018601734191179276,0.019999999552965164,-1.68897997169322,-0.025133557617664337,-0.20257683098316193,0.019999999552965164,-1.917457371582958,0.1841861691195604,-0.22847739988973803,-0.22847739988973803,0.1378295934326832,0.5989706126799973,0.6236824450792037,0.6236824450792037,0.5989706126799973
13,-0.019526340067386627,-0.19808101654052734,0.019999999552965164,-0.08869058258408202,-0.17857599258422852,0.03730301558971405,0.019999999552965164,2.672539984344124,0.2840817392012705,2.761230566928206,-0.3803620866615871,0.22874663754847535,0.6275547536169814,0.4380153298926053,0.6275547536169814,0.4380153298926053
14,0.09994954615831375,-0.00876307487487793,0.019999999552965164,0.9208499061018349,-0.07409723848104477,-0.24093270301818848,0.019999999552965164,-1.4266569263751414,0.29016378043357227,-2.3475068324769763,-0.7767105056820798,0.2417466708032315,0.7150032482676155,0.5921354277549034,0.7150032482676155,0.5921354277549034
15,0.018937155604362488,-0.08992922306060791,0.019999999552965164,-2.0102498057329043,-0.02976565808057785,-0.018834944814443588,0.019999999552965164,-3.0893543450855683,0.08617633352709458,-1.079104539352664,0.49169178744223263,0.03131084328485628,0.6402839857563473,0.5855373515908462,0.6402839857563473,0.5855373515908462
16,0.01846659928560257,-0.07284708321094513,0.019999999552965164,2.1776410552017107,0.028417713940143585,-0.17284581065177917,0.019999999552965164,2.5116898814815056,0.10049263740520514,0.33404882627979493,0.33404882627979493,0.04505284167019573,0.6376414587703724,0.6662297117900335,0.6662297117900335,0.6376414587703724
17,0.05288999527692795,-0.1434326469898224,0.019999999552965164,2.9422793445071918,-0.10728753358125687,0.026780351996421814,0.019999999552965164,2.302328237245531,0.23372912906825669,-0.6399511072616608,-0.6399511072616608,0.18538310954071893,0.683117830255895,0.5084182685644327,0.683117830255895,0.5084182685644327
18,-0.021625876426696777,0.09260135889053345,0.019999999552965164,1.0786049299102123,0.08355684578418732,0.033546313643455505,0.019999999552965164,-0.3410342550739811,0.12062712555982769,-1.4196391849841934,0.15115714181070317,0.07713842129453816,0.6005562939431732,0.6993618676701053,0.6993618676701053,0.6005562939431732
19,0.16970618069171906,0.004849836230278015,0.019999999552965164,-0.9404623919315709,0.036944638937711716,-0.2123456448316574,0.019999999552965164,1.8513314518009198,0.2545574669158746,2.7917938437324907,-0.3497988098573024,0.20017869330754529,0.7847211676304172,0.6856547856746832,0.7847211676304172,0.6856547856746832
20,0.0752394050359726,-0.13270387053489685,0.019999999552965164,1.1795634590305444,-0.041329968720674515,0.04874132573604584,0.019999999552965164,1.9831143517864176,0.2156635763123152,0.8035508927558732,-0.7672454340390233,0.16491075118675547,0.702880326598601,0.575736937865315,0.702880326598601,0.575736937865315
21,-0.10287169367074966,-0.16144153475761414,0.019999999552965164,-1.7829903994921326,0.008190833032131195,-0.07575780153274536,0.019999999552965164,0.9076316479458297,0.14027325823897657,2.6906220474379623,-0.4509706061518308,0.08775470804386425,0.5369718533485348,0.6277786702878304,0.6277786702878304,0.5369718533485348
22,-0.06475027650594711,-0.1556151807308197,0.019999999552965164,-1.1475774293297505,0.004726707935333252,-0.08163051307201385,0.019999999552965164,-1.9640812246444987,0.10149277026290034,-0.8165037953147483,0.7542925314801483,0.049580262852541176,0.5718311312609409,0.6250797814621475,0.6250797814621475,0.5718311312609409
23,-0.029863029718399048,-0.09940653294324875,0.019999999552965164,-2.591104506200491,0.07719127088785172,-0.19824612140655518,0.019999999552965164,0.6456478914512891,0.14570479582323048,-3.046432909527806,0.0951597440619869,0.09777684306880895,0.5935207938919481,0.7200210275721688,0.7200210275721688,0.5935207938919481
24,-0.032097227871418,-0.012676425278186798,0.019999999552965164,2.7044541950631844,0.1460912972688675,-0.11419481039047241,0.019999999552965164,-3.0265503510947216,0.2050783582133339,0.5521807610216811,0.5521807610216811,0.155574757126966,0.5830405933663788,0.7696105622316547,0.7696105622316547,0.5830405933663788
25,-0.0370655357837677,0.10327868163585663,0.019999999552965164,1.5182258704432114,0.02690964937210083,-0.1418207883834839,0.019999999552965164,2.1970949617630495,0.2533112206742711,0.6788690913198381,0.6788690913198381,0.20230072701271387,0.587090053577255,0.6573896363456959,0.6573896363456959,0.587090053577255
26,0.15911325812339783,0.010744072496891022,0.019999999552965164,-0.8552081826808671,0.10310962796211243,-0.11231067031621933,0.019999999552965164,-0.7240980136019615,0.13519939467335929,0.1311101690789056,0.1311101690789056,0.08372384356154562,0.7741878140969676,0.7268391324349303,0.7741878140969676,0.7268391324349303
27,0.10362352430820465,-0.19510814547538757,0.019999999552965164,0.9140701901753725,0.04927762970328331,0.03590270131826401,0.019999999552965164,1.810481643701569,0.23731727201518474,0.8964114535261967,-0.6743848732686999,0.1890091695158083,0.7446388105115055,0.6652471520316046,0.7446388105115055,0.6652471520316046
28,0.06097114086151123,0.14138838648796082,0.019999999552965164,0.09362526682082484,0.12381884455680847,-0.13493585586547852,0.019999999552965164,3.0485558577375502,0.28338122868668303,2.9549305909167254,-0.18666206267306773,0.23572341358125803,0.6905994925506983,0.751039925883043,0.751039925883043,0.6905994925506983
29,0.011696644127368927,0.16860786080360413,0.019999999552965164,-0.6529539779415856,-0.024762071669101715,0.023839600384235382,0.019999999552965164,-1.7231566641505118,0.14928860365874544,-1.0702026862089262,0.5005936405859703,0.10121788352083037,0.6489817366346095,0.5907191706613479,0.6489817366346095,0.5907191706613479
30,0.07447150349617004,0.19877931475639343,0.019999999552965164,2.6866912728800485,0.12820160388946533,0.16287457942962646,0.019999999552965164,-2.3993682828087985,0.0646225479779216,1.1971257514907396,-0.3736705753041569,0.01795340397733799,0.717554297672511,0.7608395051837487,0.7608395051837487,0.717554297672511
31,-0.09903905540704727,-0.008723989129066467,0.019999999552965164,0.3189624013764587,-0.02629990130662918,-0.0218794047832489,0.019999999552965164,0.1654459665916992,0.07391920927795885,-0.15351643478475951,-0.15351643478475951,0.021218111496417467,0.5160346929534643,0.5891065392229607,0.5891065392229607,0.5160346929534643
32,0.05794177204370499,0.06870298087596893,0.019999999552965164,-2.592333138678704,-0.002275623381137848,-0.01384994387626648,0.019999999552965164,-3.004076307517245,0.10218179924477805,-0.4117431688385409,-0.4117431688385409,0.04778558643156609,0.6764397446503019,0.6128808878145483,0.6764397446503019,0.6128808878145483
33,-0.03753991425037384,-0.053863391280174255,0.019999999552965164,-1.1228354468575228,-0.036112524569034576,0.09053680300712585,0.019999999552965164,-0.5225547007991196,0.14440724895763513,0.6002807460584032,0.6002807460584032,0.09038790565578673,0.5799667365928556,0.5859245872205635,0.5859245872205635,0.5799667365928556
34,0.1155015379190445,-0.12323212623596191,0.019999999552965164,-2.7893744225784225,0.12079037725925446,-0.2721278667449951,0.019999999552965164,-0.9559762513092096,0.14898964179868313,1.833398171269213,0.26260184447431634,0.09606969396699319,0.740822957148822,0.7845005131461023,0.7845005131461023,0.740822957148822
35,0.03991304337978363,-0.1944931447505951,0.019999999552965164,1.3327391276929137,-0.09545008838176727,-0.2691500782966614,0.019999999552965164,1.854443076590522,0.15458601219643628,0.5217039488976081,0.5217039488976081,0.10244011907768927,0.6831827557425219,0.5851272300189185,0.6831827557425219,0.5851272300189185
36,-0.09778400510549545,-0.008515328168869019,0.019999999552965164,-1.9858782635193535,0.05121811479330063,-0.15757954120635986,0.019999999552965164,-0.6205409134021771,0.21076472983595157,1.3653373501171764,-0.20545897667772017,0.16186539868245858,0.5172860873719065,0.6846005319056847,0.6846005319056847,0.5172860873719065
37,0.12005266547203064,-0.1052631214261055,0.019999999552965164,-1.623849311474908,0.029331721365451813,0.07594247907400131,0.019999999552965164,0.8578147143346575,0.20264688340113526,2.4816640258095655,-0.6599286277802277,0.14923211817338808,0.7425515105027422,0.6487916670901926,0.7425515105027422,0.6487916670901926
38,-0.08257496356964111,0.1350431740283966,0.019999999552965164,1.3215331608485306,0.04340473562479019,0.028437279164791107,0.019999999552965164,2.103752964511164,0.16503242538601165,0.7822198036626333,0.7822198036626333,0.11282577002416525,0.5492841507539907,0.6590185693434185,0.6590185693434185,0.5492841507539907
39,-0.14684541523456573,-0.06842983514070511,0.019999999552965164,0.7069434464413682,-0.1946987509727478,0.1596342921257019,0.019999999552965164,-0.15317803875809943,0.23303044412063217,-0.8601214851994676,0.7106748415954289,0.18012588747309488,0.47312932436521016,0.4495956485069025,0.47312932436521016,0.4495956485069025
40,-0.0916830450296402,0.15950360894203186,0.019999999552965164,1.82055214607474,0.04656141251325607,0.06832364946603775,0.019999999552965164,2.038476126876955,0.1656059028276878,0.21792398080221487,0.21792398080221487,0.11005904963237977,0.5470850360090123,0.6650801632907815,0.6650801632907815,0.5470850360090123
41,0.0073953233659267426,-0.1870013326406479,0.019999999552965164,-1.228566000612875,-0.09971904754638672,0.05412032827734947,0.019999999552965164,-1.9271183935292093,0.26384302874966087,-0.6985523929163344,-0.6985523929163344,0.21410302549248872,0.6498810944758701,0.5181153055974616,0.6498810944758701,0.5181153055974616
42,0.05302660912275314,0.26672306656837463,0.019999999552965164,-0.3721435643154374,0.05454350262880325,0.12335892766714096,0.019999999552965164,-2.5536142966430493,0.14337216357717741,-2.181470732327612,-0.6106744055327153,0.0896755455026621,0.7193057380110917,0.6808126959359918,0.7193057380110917,0.6808126959359918
43,0.07500080019235611,-0.12223012745380402,0.019999999552965164,-1.585890206963514,-0.07958877831697464,-0.22637420892715454,0.019999999552965164,0.8405982399129268,0.18639723037003636,2.4264884468764407,-0.7151042067133524,0.1342632893113326,0.7007433969174914,0.5813006612515633,0.7007433969174914,0.5813006612515633
44,0.10947881639003754,-0.10012515634298325,0.019999999552965164,-0.10320693431425276,0.06951083242893219,0.13802692294120789,0.019999999552965164,-1.3590621748241674,0.24148261347206518,-1.2558552405099146,0.31494108628498196,0.19599158905946437,0.7313648900040366,0.6982882722552111,0.7313648900040366,0.6982882722552111
45,-0.025920696556568146,0.2517840266227722,0.019999999552965164,-1.3559779090125357,-0.15250879526138306,0.11444810777902603,0.019999999552965164,0.6517949995053582,0.1867771435116085,2.007772908517894,0.43697658172299736,0.13575513570575096,0.6406322047850668,0.4764414799687123,0.6406322047850668,0.4764414799687123
46,0.03570219874382019,-0.22415107488632202,0.019999999552965164,0.9279972673893724,0.08322286605834961,0.04760260134935379,0.019999999552965164,0.10697718604961315,0.2758772813582566,-0.8210200813397592,0.7497762454551373,0.22424147266934488,0.6882274738941592,0.6998436813617464,0.6998436813617464,0.6882274738941592
47,-0.09585630893707275,0.06025875359773636,0.019999999552965164,-1.8926418063002952,0.005761235952377319,-0.19072356820106506,0.019999999552965164,1.6701639981472118,0.27077343164512374,-2.7203795027320794,0.4212131508577137,0.2177560686037089,0.5226292082878575,0.6493997162984207,0.6493997162984207,0.5226292082878575
48,-0.05594690889120102,-0.17737509310245514,0.019999999552965164,-1.5031312798415897,0.08039354532957077,-0.02128426730632782,0.019999999552965164,2.8939328422235286,0.20725121315650563,-1.886121185114468,-0.31532485831957136,0.1520752005070485,0.5865170776127561,0.695719198327024,0.695719198327024,0.5865170776127561
49,-0.14105431735515594,0.12603330612182617,0.019999999552965164,-0.509878957919804,-0.16226081550121307,0.04303157702088356,0.019999999552965164,1.5174412007820723,0.0856679788331964,2.027320158701876,0.45652383190697954,0.037677916550640546,0.49041707183751787,0.45477960134721396,0.49041707183751787,0.45477960134721396
50,0.0014594420790672302,-0.27009665966033936,0.019999999552965164,0.7728469441621373,0.015695810317993164,-0.09119134396314621,0.019999999552965164,-0.00795680696277401,0.17947085046142353,-0.7808037511249113,-0.7808037511249113,0.12987299884531012,0.6730337653402747,0.6372543184368976,0.6730337653402747,0.6372543184368976
51,0.0867123082280159,-0.009698562324047089,0.019999999552965164,-1.51721551195756,0.17459650337696075,-0.0171210840344429,0.019999999552965164,2.16863129257385,0.08819708376992473,-2.597338502648176,0.544254150941617,0.037505242078461426,0.701779328300459,0.7897821026483427,0.7897821026483427,0.701779328300459
52,0.0804901123046875,0.033113740384578705,0.019999999552965164,1.0104738647334313,0.1347062587738037,0.13483667373657227,0.019999999552965164,1.0933010852717286,0.11526901451688908,0.08282722053829739,0.08282722053829739,0.0736650170889428,0.696277973309399,0.761735126555784,0.761735126555784,0.696277973309399
53,0.08079087734222412,0.10983399301767349,0.019999999552965164,0.954633327546941,-0.019529156386852264,-0.056228578090667725,0.019999999552965164,0.6140282255525191,0.19401259415438965,-0.34060510199442184,-0.34060510199442184,0.14626319238376764,0.7044064529906496,0.5981197025574831,0.7044064529906496,0.5981197025574831
54,0.1112302914261818,0.08709531277418137,0.019999999552965164,1.2754598786659463,-0.02094566822052002,0.15975046157836914,0.019999999552965164,1.0298787295622027,0.15082856147389728,-0.24558114910374362,-0.24558114910374362,0.10638947312662257,0.731434227864809,0.615159133135863,0.731434227864809,0.615159133135863
55,0.11592698097229004,0.114532969892025,0.019999999552965164,0.6240767222000922,-0.015693552792072296,0.1971752643585205,0.019999999552965164,-1.360119676278206,0.15541465099244214,-1.9841963984782982,-0.41340007168340165,0.10107446108328258,0.7398459655263073,0.6309091079861195,0.7398459655263073,0.6309091079861195
56,0.061330847442150116,0.19034238159656525,0.019999999552965164,-1.6443398364472834,0.08414601534605026,0.10338051617145538,0.019999999552965164,-1.4166227853891549,0.08990493826647163,0.22771705105812856,0.22771705105812856,0.04256205071268906,0.7026048942568429,0.7067479620756866,0.7067479620756866,0.7026048942568429
57,-0.12727102637290955,-0.0034606680274009705,0.019999999552965164,-2.913464144774421,-0.01562441885471344,0.1616341471672058,0.019999999552965164,-2.448445993691383,0.19930193921400638,0.46501815108303823,0.46501815108303823,0.14624769638324958,0.4877412510117746,0.6207871493545271,0.6207871493545271,0.4877412510117746
58,-0.004851609468460083,-0.15326440334320068,0.019999999552965164,2.330845441950155,0.09169522672891617,-0.06879489123821259,0.019999999552965164,-0.8229668594895614,0.12828246199296978,3.12937300573987,-0.012219647849923021,0.08690177234440771,0.6291033585988679,0.7100358304634434,0.7100358304634434,0.6291033585988679
59,-0.006428554654121399,-0.031729571521282196,0.019999999552965164,-1.0375940542970188,0.09664950519800186,0.16254666447639465,0.019999999552965164,-0.3480937967241067,0.21992803890432647,0.6895002575729121,0.6895002575729121,0.16983490571988366,0.6093980388869789,0.7299770108578506,0.7299770108578506,0.6093980388869789
60,-0.023660048842430115,-0.038210052996873856,0.019999999552965164,0.9080750712382759,-0.04833264648914337,0.04129951819777489,0.019999999552965164,-1.3711066137548773,0.08324967859513643,-2.279181684993153,-0.7083853581982567,0.03349516995293405,0.5925731566524601,0.5681703439448125,0.5925731566524601,0.5681703439448125
61,-0.1020568236708641,0.14071714878082275,0.019999999552965164,0.13299269673298353,-0.06803262233734131,0.1914125382900238,0.019999999552965164,-1.546610229235971,0.06105463777530505,-1.679602925968954,-0.10880659917405744,0.004947491300364121,0.5318947434442525,0.5794929439102734,0.5794929439102734,0.5318947434442525
62,-0.029454387724399567,0.07459462434053421,0.019999999552965164,-2.2472752487710235,0.047798216342926025,0.11979424208402634,0.019999999552965164,2.5341052985368333,0.08950402381647866,-1.50180475987173,0.06899156692316666,0.037128155944427504,0.5902779193191231,0.6735370338918644,0.6735370338918644,0.5902779193191231
63,0.04967259615659714,0.019501134753227234,0.019999999552965164,1.1176301358422402,0.02587125450372696,-0.07641997933387756,0.019999999552965164,0.6326494748160356,0.0988299751704311,-0.48498066102620463,-0.48498066102620463,0.0469324300486826,0.6649586109963644,0.6454114796705828,0.6649586109963644,0.6454114796705828
64,-0.15472951531410217,-0.07466676086187363,0.019999999552965164,-0.018375698248966454,-0.09581916034221649,0.15516293048858643,0.019999999552965164,0.7836215331357175,0.23725959822346768,0.8019972313846839,-0.7687990954102126,0.18577788909228146,0.4662875124326144,0.5418710910037248,0.5418710910037248,0.4662875124326144
65,0.0024457573890686035,-0.13580697774887085,0.019999999552965164,-2.1089336827691856,0.09544070810079575,-0.10409236699342728,0.019999999552965164,2.205040630435348,0.09825414695190152,-1.9692109939750528,-0.3984146671801563,0.04497319470641209,0.6322047125125237,0.7180259191652167,0.7180259191652167,0.6322047125125237
66,-0.05505816265940666,-0.06707875430583954,0.019999999552965164,-1.3872377976786119,0.06902024894952774,-0.00981190800666809,0.019999999552965164,-0.38926680425551297,0.136656298473393,0.9979709934230989,-0.5728253333717976,0.08408094005857288,0.563945405587795,0.6840906186403269,0.6840906186403269,0.563945405587795
67,0.12105117738246918,-0.008548751473426819,0.019999999552965164,2.258608167843397,0.06529323756694794,0.16429108381271362,0.019999999552965164,-0.005831066970106935,0.1816110032850748,-2.264439234813504,-0.6936429080186075,0.1304177113900274,0.7361008197780203,0.6998503049221855,0.7361008197780203,0.6998503049221855
68,-0.10009491443634033,-0.07583854347467422,0.019999999552965164,2.2547691265094674,0.07977306097745895,0.09348081052303314,0.019999999552965164,2.933480277766558,0.247025367559002,0.6787111512570907,0.6787111512570907,0.19781495945623953,0.5204601154898228,0.7010337140223936,0.7010337140223936,0.5204601154898228
69,-0.007775895297527313,0.0731983408331871,0.019999999552965164,-1.8514107664680743,0.10088673233985901,0.023926474153995514,0.019999999552965164,0.11628331295410499,0.11931170726761604,1.9676940794221793,0.3968977526272828,0.06917958815038902,0.611620070331616,0.7162864578544555,0.7162864578544555,0.611620070331616
70,-0.04477005451917648,-0.12241509556770325,0.019999999552965164,0.6857332842765422,0.02012493461370468,-0.17453217506408691,0.019999999552965164,1.8341098545760424,0.08323190247608869,1.1483765702995001,-0.4224197564953964,0.03157901555619365,0.5832217814398849,0.6586692361881369,0.6586692361881369,0.5832217814398849
71,0.09533832967281342,0.07761262357234955,0.019999999552965164,-2.2692481918841967,0.0945391058921814,-0.030291780829429626,0.019999999552965164,-2.3128931112916984,0.10790736419704741,-0.0436449194075017,-0.0436449194075017,0.05150098429512827,0.7145657855930032,0.7101854228130104,0.7145657855930032,0.7101854228130104
72,-0.09666130691766739,-0.017823323607444763,0.019999999552965164,-2.328860635475297,0.05508191138505936,-0.14007321000099182,0.019999999552965164,-3.0513644913554163,0.1948615894015651,-0.7225038558801193,-0.7225038558801193,0.14504898751989032,0.5186450343064284,0.6845657544205936,0.6845657544205936,0.5186450343064284
73,0.08311543613672256,-0.019031837582588196,0.019999999552965164,1.2891814287267813,-0.08509933948516846,-0.11344106495380402,0.019999999552965164,-0.04833203660341168,0.19289715640815722,-1.3375134653301934,0.23328286146470312,0.13704636984825497,0.6983748084045818,0.5419073585327181,0.6983748084045818,0.5419073585327181
74,0.12159471213817596,0.026577524840831757,0.019999999552965164,-1.832923097751367,0.012264590710401535,-0.12330204993486404,0.019999999552965164,0.9371779753765921,0.18551809180334755,2.770101073127959,-0.37149158046183395,0.13959320378105278,0.7370740361568757,0.6392685369054442,0.7370740361568757,0.6392685369054442
75,0.10710766911506653,0.014102384448051453,0.019999999552965164,0.0072991422120955995,0.0010055527091026306,0.006741136312484741,0.019999999552965164,2.4309277532678863,0.1063571675061822,2.4236286110557907,-0.7179640425340024,0.05687312551790867,0.7222453620771234,0.6160424367584026,0.7222453620771234,0.6160424367584026
76,0.0466313362121582,0.07530203461647034,0.019999999552965164,1.5092820164584366,0.05381998419761658,-0.06718660145998001,0.019999999552965164,-2.894341541374608,0.14266985691023154,1.879561749346541,0.3087654225516445,0.0970359514659224,0.6659027117194117,0.6721861428784754,0.6721861428784754,0.6659027117194117
77,-0.06120248883962631,-0.057073887437582016,0.019999999552965164,2.2230140130301614,0.048448964953422546,-0.14029338955879211,0.019999999552965164,-2.6426215524415895,0.13765510107595438,1.4175497417078358,-0.1532465850870608,0.08661033653652654,0.5567307356295879,0.6781200220106045,0.6781200220106045,0.5567307356295879
78,-0.06781506538391113,0.043268293142318726,0.019999999552965164,-2.0792678385858308,0.032438620924949646,-0.12703227996826172,0.019999999552965164,-0.07841999009769696,0.19761853865542983,2.000847848488134,0.43005152169323724,0.14239716238591257,0.548892974870569,0.6597832735217948,0.6597832735217948,0.548892974870569
79,-0.000739656388759613,-0.18536603450775146,0.019999999552965164,-0.055606190405254274,-0.125726580619812,-0.11620354652404785,0.019999999552965164,-0.044979875410705805,0.1428467044521321,0.01062631499454847,0.01062631499454847,0.08933624205633955,0.6416200873433812,0.5028834289740992,0.6416200873433812,0.5028834289740992
80,-0.06830953061580658,-0.06589848548173904,0.019999999552965164,2.9308109258180144,-0.06062401086091995,0.0023776963353157043,0.019999999552965164,-1.8911050883847143,0.06870738109852732,1.4612692929768576,-0.10952703381803897,0.02313181842617055,0.5506478726956971,0.554381088037639,0.554381088037639,0.5506478726956971
81,0.048921141773462296,-0.11690028756856918,0.019999999552965164,2.456544809073143,0.17250840365886688,-0.029326356947422028,0.019999999552965164,2.049315016521448,0.15146948413713263,-0.407229792551695,-0.407229792551695,0.10430920901642404,0.6741342297550185,0.78805426275425,0.78805426275425,0.6741342297550185
82,0.02016913890838623,-0.1257660835981369,0.019999999552965164,2.4948168503639927,0.035193830728530884,0.14427638053894043,0.019999999552965164,1.751020354178656,0.2704601149920539,-0.7437964961853369,-0.7437964961853369,0.21858849200214242,0.647500534984516,0.6660087773437063,0.6660087773437063,0.647500534984516
83,-0.02950369566679001,0.10531126707792282,0.019999999552965164,-1.219827640654799,0.13902992010116577,-0.07653781026601791,0.019999999552965164,-1.6122958415503996,0.2479368197236213,-0.39246820089560064,-0.39246820089560064,0.193481100407754,0.5948919106538636,0.7579044509752448,0.7579044509752448,0.5948919106538636
84,0.11370548605918884,-0.026143252849578857,0.019999999552965164,2.9416239291108535,-0.036005787551403046,0.09280367195606232,0.019999999552965164,-3.123300853367943,0.19121149642954097,0.21826052470079027,0.21826052470079027,0.13615522952255807,0.7291742967784285,0.5863845321779041,0.7291742967784285,0.5863845321779041
85,0.021536152809858322,-0.11962232738733292,0.019999999552965164,0.11103572366695191,0.033275194466114044,-0.044202499091625214,0.019999999552965164,-2.607227681300097,0.07632794769389087,-2.7182634049670487,0.42332924862274446,0.02362929915543906,0.6476787591418585,0.649780415745214,0.649780415745214,0.6476787591418585
86,-0.023357391357421875,-0.11394776403903961,0.019999999552965164,1.3901616210622865,-0.011471658945083618,0.09659633040428162,0.019999999552965164,0.8202696024100558,0.21087931700367363,-0.5698920186522307,-0.5698920186522307,0.1603884639869375,0.6025156174663786,0.6112097099229303,0.6112097099229303,0.6025156174663786
87,-0.10832327604293823,0.2711988091468811,0.019999999552965164,-2.320397443370057,-0.09042090177536011,-0.0618855282664299,0.019999999552965164,-1.1465667008151774,0.33356509235002524,1.1738307425548795,-0.39696558424001704,0.27940040424608925,0.574691305556772,0.5282168578368088,0.574691305556772,0.5282168578368088
88,0.120677649974823,0.004432700574398041,0.019999999552965164,1.242464958552972,0.005692310631275177,-0.15366125106811523,0.019999999552965164,1.965644962206882,0.19548740575775253,0.7231800036539102,0.7231800036539102,0.1429785940776833,0.7356910040953746,0.6394299997314872,0.7356910040953746,0.6394299997314872
89,0.08833035081624985,-0.0011963807046413422,0.019999999552965164,2.7104993057289026,-0.0008982568979263306,-0.08980880677700043,0.019999999552965164,-2.5776985865184177,0.1257533557764549,0.9949874149322664,-0.5758089118626302,0.07616324834696003,0.7033313683507224,0.6206340086199869,0.7033313683507224,0.6206340086199869
90,-0.09011901915073395,0.11308550089597702,0.019999999552965164,-2.2868638672354376,-0.10648004710674286,-0.025488533079624176,0.019999999552965164,-0.876106538653131,0.13953654047613614,1.4107573285823065,-0.16003899821259004,0.08347049331306462,0.536924924519417,0.5091583327503455,0.536924924519417,0.5091583327503455
91,-0.06276822090148926,-0.01638086885213852,0.019999999552965164,1.6849955580312368,0.07216814905405045,0.21306025981903076,0.019999999552965164,-0.30980569267465885,0.2661786157126044,-1.9948012507058959,-0.4240049239109993,0.21425922998569283,0.5524746787959222,0.7194405739103978,0.7194405739103978,0.5524746787959222
